,genes
577,TUBA1C
578,ATP5B
579,SYT1
580,ATP2B1
581,SLC25A3
582,ARPC3
583,RPH3A
584,RAB35
585,ATP12A
586,NDRG2
587,RAB2B
588,ATP6V1D
589,HSP90AA1
590,CKB
591,RAB11A
592,PKM2
593,NPTN
594,COX5A
595,LINGO1
596,SV2B
597,SYNGR3
598,ALDOA
599,GNAO1
600,ARL2BP
601,ATP6V0D1
602,TUBB3
603,YWHAE
604,ATP1B2
605,VAMP2
606,ALDOC
607,CNP
608,ATP6V0A1
609,CNTNAP1
610,GFAP
611,PHB
612,NME1
613,CLTC
614,TTYH2
615,ATP5H
616,SYNGR2
617,ACTG1
618,NAPG
619,GNAL
620,MBP
621,TUBB4
622,DNM2
623,RAB3D
624,UNC13A
625,RAB3A
626,GPI
627,FXYD7
628,ATP1A3
629,APOE
630,NAPA
631,SYNGR4
632,SLC17A7
633,PRKCG
634,SIRPA
635,SNAP25
636,NAPB
637,SLC32A1
638,NCAM2
639,SOD1
640,ATP6V1E1
641,GNAZ
642,YWHAH
643,SYNGR1
644,NDUFA6
645,MAOA
646,SYN1
647,SYP
648,PGK1
649,PLP1
650,ATP2B3
651,L1CAM
652,GDI1
653,Symbol
654,AGRN
655,ATAD3A
656,GNB1
657,LRRC47
658,KCNAB2
659,RPL22
660,ACOT7
661,DNAJC11
662,VAMP3
663,PARK7
664,ENO1
665,PGD
666,FBXO2
667,MFN2
668,EFHD2
669,PADI2
670,IGSF21
671,ALDH4A1
672,UBR4
673,KIAA0090
674,AKR7A2
675,CAPZB
676,DDOST
677,RAP1GAP
678,CDC42
679,C1QC
680,RPL11
681,SFN
682,WASF2
683,STX12
684,ATPIF1
685,EPB41
686,MECR
687,FABP3
688,LCK
689,MARCKSL1
690,YARS
691,HPCA
692,DLGAP3
693,SFPQ
694,NCDN
695,TRAPPC3
696,MAP7D1
697,MACF1
698,PABPC4
699,CAP1
700,SLC2A1
701,PTPRF
702,KIF2C
703,RPS8
704,PRDX1
705,AKR1A1
706,FAAH
707,CMPK1
708,CPT2
709,PPAP2B
710,DOCK7
711,DNAJC6
712,PDE4B
713,SGIP1
714,GNG12
715,LRRC7
716,LRRC40
717,NEGR1
718,CRYZ
719,PIGK
720,AK5
721,DNAJB4
722,PRKACB
723,DDAH1
724,RPL5
725,ABCD3
726,AGL
727,DBT
728,STXBP3
729,WDR47
730,SARS
731,GNAI3
732,AMPD2
733,GSTM2
734,GSTM3
735,AHCYL1
736,KCNA2
737,ATP5F1
738,RAP1A
739,CAPZA1
740,NRAS
741,SYCP1
742,ATP1A1
743,PHGDH
744,SEC22B
745,PEX11B
746,SV2A
747,VPS45
748,ARNT
749,SNX27
750,S100A9
751,S100A4
752,RAB13
753,RPS27
754,TPM3
755,ADAR
756,PMVK
757,PBXIP1
758,SHC1
759,MTX1
760,PKLR
761,FDPS
762,ARHGEF2
763,LMNA
764,CCT3
765,HAPLN2
766,BCAN
767,DARC
768,TAGLN2
769,IGSF8
770,ATP1A2
771,ATP1A4
772,PEA15
773,COPA
774,NDUFS2
775,TOMM40L
776,HSPA6
777,MGST3
778,BRP44
779,ATP1B1
780,KIFAP3
781,DNM3
782,PRDX6
783,CACYBP
784,TNR
785,ASTN1
786,RASAL2
787,GLUL
788,RGS8
789,PLA2G4A
790,CSRP1
791,SYT2
792,CYB5R1
793,PPFIA4
794,ATP2B4
795,PLEKHA6
796,NFASC
797,CNTN2
798,PLXNA2
799,EPRS
800,IARS2
801,RAB3GAP2
802,MARK1
803,MOSC2
804,DUSP10
805,ENAH
806,PARP1
807,CDC42BPA
808,ARF1
809,GUK1
810,GNPAT
811,EXOC8
812,TOMM20
813,EDARADD
814,LGALS8
815,ACTN2
816,RYR2
817,FMN2
818,RGS7
819,FH
820,SCCPDH
821,ACP1
822,RPS7
823,YWHAQ
824,PDIA6
825,ROCK2
826,DDX1
827,FAM49A
828,VSNL1
829,NT5C1B
830,RHOB
831,FKBP1B
832,ITSN2
833,EFR3B
834,RAB10
835,HADHA
836,HADHB
837,DPYSL5
838,MAPRE3
839,CAD
840,SLC30A3
841,PPP1CB
842,EHD3
843,BIRC6
844,STRN
845,EIF2AK2
846,CYP1B1
847,ATL2
848,SOS1
849,COX7A2L
850,LRPPRC
851,PRKCE
852,ATP6V1E2
853,CRIPT
854,CALM2
855,KLRAQ1
856,NRXN1
857,ACYP2
858,SPTBN1
859,RTN4
860,RPS27A
861,XPO1
862,CCT4
863,MDH1
864,UGP2
865,RAB1A
866,ACTR2
867,PLEK
868,AAK1
869,PCBP1
870,ADD2
871,EXOC6B
872,SFXN5
873,RAB11FIP5
874,CCT7
875,FBXO41
876,DCTN1
877,CTNNA2
878,LRRTM1
879,SUCLG1
880,CAPG
881,IMMT
882,COX5B
883,ACTR1B
884,RPL31
885,SEPT10
886,ACTR3
887,CCDC93
888,CLASP1
889,BIN1
890,RAB3GAP1
891,DARS
892,KIF5C
893,CACNB4
894,FMNL2
895,GPD2
896,PKP4
897,PSMD14
898,SCN2A
899,STK39
900,GAD1
901,CYBRD1
902,DYNC1I2
903,SLC25A12
904,RAPGEF4
905,OLA1
906,MTX2
907,PDE11A
908,PRKRA
909,SESTD1
910,PDE1A
911,NCKAP1
912,HIBCH
913,GLS
914,STAT1
915,MYO1B
916,HECW2
917,COQ10B
918,HSPD1
919,ABI2
920,RAPH1
921,NDUFS1
922,EEF1B2
923,ADAM23
924,MAP2
925,LANCL1
926,ATIC
927,ARPC2
928,PNKD
929,TUBA4A
930,DNAJB2
931,DES
932,SLC4A3
933,EPHA4
934,FARSB
935,ACSL3
936,SERPINE2
937,DOCK10
938,IRS1
939,MFF
940,PSMD1
941,NGEF
942,ATG16L1
943,AGAP1
944,NDUFA10
945,GPC1
946,KIF1A
947,PPP1R7
948,HDLBP
949,SEPT2
950,CHL1
951,GRM7
952,SRGAP3
953,MTMR14
954,ARPC4
955,SEC13
956,ATP2B2
957,SYN2
958,RAF1
959,CAND2
960,IQSEC1
961,RFTN1
962,RAB5A
963,NKIRAS1
964,CMC1
965,AZI2
966,DYNC1LI1
967,CLASP2
968,PDCD6IP
969,PLCD1
970,ACAA1
971,WDR48
972,RPSA
973,RPL14
974,CTNNB1
975,HIGD1A
976,SACM1L
977,PTPN23
978,CSPG5
979,DHX30
980,MAP4
981,UQCRC1
982,NCKIPSD
983,PRKAR2A
984,WDR6
985,QARS
986,GPX1
987,RHOA
988,BSN
989,CAMKV
990,GNAI2
991,CACNA2D2
992,DOCK3
993,GRM2
994,ABHD14B
995,TKT
996,CACNA2D3
997,ERC2
998,APPL1
999,SLMAP
1000,PDHB
1001,FAM107A
1002,CADPS
1003,PRICKLE2
1004,MINA
1005,TOMM70A
1006,RPL24
1007,TAGLN3
1008,ATP6V1A
1009,GAP43
1010,LSAMP
1011,GSK3B
1012,NDUFB4
1013,GOLGB1
1014,KPNA1
1015,KALRN
1016,SNX4
1017,ALDH1L1
1018,CHCHD6
1019,PLXNA1
1020,RPN1
1021,RAB7A
1022,COPG
1023,DNAJC13
1024,SRPRB
1025,RAB6B
1026,MRAS
1027,COPB2
1028,PFN2
1029,MLF1
1030,TNIK
1031,NLGN1
1032,PIK3CA
1033,GNB4
1034,PEX5L
1035,DNAJC19
1036,MCCC1
1037,MAP6D1
1038,AP2M1
1039,ABCF3
1040,PSMD2
1041,EIF4G1
1042,MAGEF1
1043,VPS8
1044,EIF4A2
1045,OPA1
1046,APOD
1047,DLG1
1048,BDH1
1049,ATP5I
1050,GAK
1051,CTBP1
1052,LETM1
1053,ADD1
1054,HTT
1055,CRMP1
1056,WFS1
1057,ABLIM2
1058,WDR1
1059,QDPR
1060,LAP3
1061,RPL9
1062,UCHL1
1063,LIMCH1
1064,TMEM33
1065,ATP8A1
1066,KCTD8
1067,GABRA4
1068,FRYL
1069,EXOC1
1070,PAICS
1071,LPHN3
1072,RUFY3
1073,SLC4A4
1074,CDKL2
1075,G3BP2
1076,USO1
1077,SEPT11
1078,CCNG2
1079,ANXA3
1080,PRKG2
1081,SCD5
1082,SEC31A
1083,MAPK10
1084,SNCA
1085,GRID2
1086,RAP1GDS1
1087,EIF4E
1088,PPP3CA
1089,HADH
1090,ANK2
1091,CAMK2D
1092,ANXA5
1093,FGF2
1094,SLC25A31
1095,HSPA4L
1096,DCLK2
1097,RPS3A
1098,TRIM2
1099,FGB
1100,FGG
1101,GRIA2
1102,ETFDH
1103,PPID
1104,RAPGEF2
1105,GPM6A
1106,ENPP6
1107,SLC25A4
1108,SORBS2
1109,CCDC127
1110,EXOC3
1111,TPPP
1112,NDUFS6
1113,CCT5
1114,CTNND2
1115,TRIO
1116,BASP1
1117,CDH10
1118,SLC1A3
1119,OXCT1
1120,NNT
1121,RAB3C
1122,PDE4D
1123,KIF2A
1124,ERBB2IP
1125,MRPS36
1126,MCCC2
1127,MAP1B
1128,TNPO1
1129,F2RL1
1130,AP3B1
1131,HOMER1
1132,RASGRF2
1133,VCAN
1134,HAPLN1
1135,TTC37
1136,SLC25A46
1137,APC
1138,REEP5
1139,AP3S1
1140,HSD17B4
1141,SNX2
1142,ALDH7A1
1143,LMNB1
1144,SLC12A2
1145,ACSL6
1146,KIF3A
1147,SEPT8
1148,HSPA4
1149,VDAC1
1150,PPP2CA
1151,HSPA9
1152,CTNNA1
1153,PURA
1154,Symbol
1155,NDUFA2
1156,HARS2
1157,PCDHB6
1158,PCDH1
1159,ARHGAP26
1160,KCTD16
1161,DPYSL3
1162,JAKMIP2
1163,SPINK5
1164,ABLIM3
1165,CAMK2A
1166,RPS14
1167,SYNPO
1168,DCTN4
1169,ANXA6
1170,GRIA1
1171,SGCD
1172,CYFIP2
1173,GABRA1
1174,NUDCD2
1175,RARS
1176,DOCK2
1177,NPM1
1178,SFXN1
1179,CLTB
1180,GPRIN1
1181,PRR7
1182,DBN1
1183,PDLIM7
1184,CANX
1185,GNB2L1
1186,EXOC2
1187,TUBB2A
1188,TUBB2B
1189,PECI
1190,NRN1
1191,SSR1
1192,DSP
1193,PHACTR1
1194,RANBP9
1195,CAP2
1196,ALDH5A1
1197,HIST1H4A
1198,HIST1H1E
1199,HIST1H2AE
1200,GABBR1
1201,MOG
1202,GNL1
1203,FLOT1
1204,ATP6V1G2
1205,CSNK2B
1206,VARS
1207,HSPA1L
1208,HSPA1A
1209,HSPA1B
1210,EHMT2
1211,SKIV2L
1212,PRRT1
1213,AGER
1214,VPS52
1215,RPS18
1216,SYNGAP1
1217,RPS10
1218,PACSIN1
1219,RPL10A
1220,CPNE5
1221,PPIL1
1222,MTCH1
1223,DAAM2
1224,PPP2R5D
1225,TJAP1
1226,VEGFA
1227,HSP90AB1
1228,NFKBIE
1229,DST
1230,ZNF451
1231,BAG2
1232,BAI3
1233,RIMS1
1234,EEF1A1
1235,MYO6
1236,SH3BGRL2
1237,SNAP91
1238,NT5E
1239,SYNCRIP
1240,KIAA0776
1241,GRIK2
1242,SNX3
1243,WASF1
1244,REV3L
1245,FYN
1246,GJA1
1247,FABP7
1248,TPD52L1
1249,KIAA0408
1250,EPB41L2
1251,STX7
1252,RPS12
1253,VTA1
1254,GRM1
1255,STXBP5
1256,PCMT1
1257,MTHFD1L
1258,AKAP12
1259,SYNE1
1260,RGS17
1261,SNX9
1262,SYNJ2
1263,EZR
1264,SOD2
1265,TCP1
1266,PDE10A
1267,BRP44L
1268,MLLT4
1269,ACTB
1270,FSCN1
1271,CYTH3
1272,RAC1
1273,ICA1
1274,NDUFA4
1275,SCIN
1276,DGKB
1277,MPP6
1278,CYCS
1279,SCRN1
1280,AQP1
1281,SEPT7
1282,AMPH
1283,VPS41
1284,RALA
1285,HECW1
1286,DBNL
1287,PGAM2
1288,CAMK2B
1289,OGDH
1290,PPIA
1291,PURB
1292,GRB10
1293,LANCL2
1294,GBAS
1295,CCT6A
1296,BAZ1B
1297,STX1A
1298,CLIP2
1299,HIP1
1300,POR
1301,MDH2
1302,HSPB1
1303,YWHAG
1304,MAGI2
1305,GNAI1
1306,CACNA2D1
1307,PCLO
1308,GRM3
1309,ABCB1
1310,ADAM22
1311,SRI
1312,AKAP9
1313,PPP1R9A
1314,DYNC1I1
1315,SLC25A13
1316,LMTK2
1317,ARPC1A
1318,ATP5J2
1319,TSC22D4
1320,ACTL6B
1321,GNB2
1322,AP1S1
1323,VGF
1324,FIS1
1325,ARMC10
1326,SRPK2
1327,PRKAR2B
1328,DLD
1329,NRCAM
1330,DOCK4
1331,GPR85
1332,CAPZA2
1333,CTTNBP2
1334,PTPRZ1
1335,NDUFA5
1336,WASL
1337,ARF5
1338,SND1
1339,FLNC
1340,FAM40B
1341,PLXNA4
1342,CHCHD3
1343,EXOC4
1344,WDR91
1345,KIAA1549
1346,AGK
1347,SSBP1
1348,KEL
1349,GSTK1
1350,CNTNAP2
1351,ABCB8
1352,CDK5
1353,AGAP3
1354,ACTR3B
1355,DPP6
1356,UBE3C
1357,DNAJB6
1358,DLGAP2
1359,KBTBD11
1360,AGPAT5
1361,SOX7
1362,PSD3
1363,ATP6V1B2
1364,LZTS1
1365,XPO7
1366,EPB49
1367,PHYHIP
1368,STC1
1369,NEFM
1370,NEFL
1371,DOCK5
1372,DPYSL2
1373,PTK2B
1374,CLU
1375,DUSP4
1376,ERLIN2
1377,PROSC
1378,TACC1
1379,ANK1
1380,AP3M2
1381,VDAC3
1382,HOOK3
1383,PRKDC
1384,UBE2V2
1385,ATP6V1H
1386,LYN
1387,SDCBP
1388,RAB2A
1389,VCPIP1
1390,RPL7
1391,GDAP1
1392,FABP5
1393,IMPA1
1394,CA1
1395,CA2
1396,DECR1
1397,UQCRB
1398,MTDH
1399,RPL30
1400,COX6C
1401,PABPC1
1402,YWHAZ
1403,NCALD
1404,ATP6V1C1
1405,RIMS2
1406,OXR1
1407,TTC35
1408,SNTB1
1409,NDUFB9
1410,KIAA0196
1411,FAM49B
1412,EFR3A
1413,NDRG1
1414,TRAPPC9
1415,PTK2
1416,BAI1
1417,ARC
1418,LYNX1
1419,LY6H
1420,EEF1D
1421,PYCRL
1422,SCRIB
1423,EPPK1
1424,CYC1
1425,SHARPIN
1426,VPS28
1427,RPL8
1428,AK3
1429,PTPRD
1430,SH3GL2
1431,RPS6
1432,NDUFB6
1433,DNAJA1
1434,CNTFR
1435,DCTN3
1436,KIAA1045
1437,VCP
1438,STOML2
1439,TPM2
1440,TLN1
1441,GLIPR2
1442,CLTA
1443,GRHPR
1444,TJP2
1445,ALDH1A1
1446,ANXA1
1447,PRUNE2
1448,GNA14
1449,GNAQ
1450,HNRNPK
1451,NTRK2
1452,DIRAS2
1453,AUH
1454,IARS
1455,TMOD1
1456,CORO2A
1457,GABBR2
1458,AKAP2
1459,PALM2
1460,HSDL2
1461,FKBP15
1462,ATP6V1G1
1463,TNC
1464,ASTN2
1465,TRIM32
1466,DBC1
1467,RAB14
1468,GSN
1469,STOM
1470,DAB2IP
1471,NDUFA8
1472,RPL35
1473,ARPC5L
1474,HSPA5
1475,GAPVD1
1476,RPL12
1477,LRSAM1
1478,STXBP1
1479,AK1
1480,DNM1
1481,GOLGA2
1482,SLC27A4
1483,SPTAN1
1484,ENDOG
1485,LRRC8A
1486,SH3GLB2
1487,CRAT
1488,TSC1
1489,RPL7A
1490,VAV2
1491,OLFM1
1492,GPSM1
1493,GRIN1
1494,TUBB2C
1495,WDR37
1496,PFKP
1497,AKR1C1
1498,AKR1C2
1499,CALML5
1500,GDI2
1501,ATP5C1
1502,FAM171A1
1503,VIM
1504,NEBL
1505,PIP4K2A
1506,KIAA1217
1507,ARHGAP21
1508,GPR158
1509,ABI1
1510,ACBD5
1511,RAB18
1512,MPP7
1513,KIF5B
1514,CCNY
1515,OGDHL
1516,ZWINT
1517,CISD1
1518,TFAM
1519,ANK3
1520,VPS26A
1521,HK1
1522,SAR1A
1523,CCDC109A
1524,ANXA7
1525,PPP3CB
1526,SEC24C
1527,CAMK2G
1528,VCL
1529,VDAC2
1530,COMTD1
1531,KCNMA1
1532,ANXA11
1533,GLUD1
1534,ATAD1
1535,KIF20B
1536,CPEB3
1537,EXOC6
1538,LGI1
1539,SORBS1
1540,BLNK
1541,PGAM1
1542,AVPI1
1543,GOLGA7B
1544,CRTAC1
1545,GOT1
1546,ERLIN1
1547,NDUFB8
1548,SFXN3
1549,PSD
1550,ACTR1A
1551,INA
1552,USMG5
1553,SH3PXD2A
1554,SLK
1555,GSTO1
1556,ADD3
1557,SMC3
1558,ABLIM1
1559,HSPA12A
1560,KIAA1598
1561,RAB11FIP2
1562,BAG3
1563,PLEKHA1
1564,DOCK1
1565,DPYSL4
1566,STK32C
1567,RIC8A
1568,HRAS
1569,TALDO1
1570,CEND1
1571,SLC25A22
1572,AP2A2
1573,TOLLIP
1574,NAP1L4
1575,RHOG
1576,RRM1
1577,TRIM3
1578,TPP1
1579,IPO7
1580,SBF2
1581,RPS13
1582,LDHA
1583,TSG101
1584,PTPN5
1585,LIN7C
1586,TCP11L1
1587,CD59
1588,CAT
1589,PDHX
1590,SLC1A2
1591,HSD17B12
1592,EXT2
1593,MAPK8IP1
1594,DGKZ
1595,ARHGAP1
1596,CKAP5
1597,ARFGAP2
1598,MADD
1599,PSMC3
1600,NDUFS3
1601,MTCH2
1602,RTN4RL2
1603,CTNND1
1604,SYT7
1605,FTH1
1606,AHNAK
1607,EEF1G
1608,B3GAT3
1609,GNG3
1610,SLC3A2
1611,RTN3
1612,MARK2
1613,MACROD1
1614,STIP1
1615,BAD
1616,PRDX5
1617,PYGM
1618,EHD1
1619,TM7SF2
1620,CAPN1
1621,CFL1
1622,FIBP
1623,BANF1
1624,PACS1
1625,KLC2
1626,RAB1B
1627,RIN1
1628,ACTN3
1629,SPTBN2
1630,PC
1631,ADRBK1
1632,PPP1CA
1633,CORO1B
1634,AIP
1635,GSTP1
1636,NDUFV1
1637,CPT1A
1638,PPFIA1
1639,CTTN
1640,SHANK2
1641,PDE2A
1642,RAB6A
1643,PGM2L1
1644,ARRB1
1645,RPS3
1646,MAP6
1647,CAPN5
1648,PAK1
1649,ODZ4
1650,DLG2
1651,TMEM126A
1652,PICALM
1653,GRM5
1654,GRIA4
1655,Symbol
1656,AASDHPPT
1657,GUCY1A2
1658,CUL5
1659,ACAT1
1660,RDX
1661,CRYAB
1662,DLAT
1663,NCAM1
1664,UBE4A
1665,ATP5L
1666,ARCN1
1667,PHLDB1
1668,DDX6
1669,RPS25
1670,VPS11
1671,THY1
1672,HSPA8
1673,NRGN
1674,SRPR
1675,ST14
1676,OPCML
1677,IQSEC3
1678,NINJ2
1679,WNK1
1680,ERC1
1681,FKBP4
1682,NDUFA9
1683,CD9
1684,GAPDH
1685,MLF2
1686,USP5
1687,TPI1
1688,ENO2
